Track :
 realtime: 00131.760
 realtime: 00132.000
 realtime: 00132.240
 realtime: 00132.480
 realtime: 00132.960
 realtime: 00133.440
 realtime: 00134.160
 realtime: 00134.400
 realtime: 00134.640
 realtime: 00134.760
 realtime: 00134.880
 realtime: 00135.120
 realtime: 00135.360
 realtime: 00136.080
 realtime: 00136.320
 realtime: 00136.560
 realtime: 00136.680
 realtime: 00136.800
 realtime: 00137.040
 realtime: 00137.280
 realtime: 00138.240
 realtime: 00138.720
 realtime: 00138.960
 realtime: 00139.200
 realtime: 00139.440
 realtime: 00139.680
 realtime: 00139.920
 realtime: 00140.160
 realtime: 00140.640
 realtime: 00141.120
 realtime: 00141.840
 realtime: 00142.080
 realtime: 00142.320
 realtime: 00142.440
 realtime: 00142.560
 realtime: 00142.800
 realtime: 00143.040
 realtime: 00143.760
 realtime: 00144.000
 realtime: 00144.240
 realtime: 00144.360
 realtime: 00144.480
 realtime: 00144.720
 realtime: 00144.960
 realtime: 00145.920
 realtime: 00146.400
 realtime: 00146.640
 realtime: 00146.880
 realtime: 00147.120
 realtime: 00147.360
 realtime: 00147.600
 realtime: 00147.840
 realtime: 00148.320
 realtime: 00148.800
 realtime: 00149.520
 realtime: 00149.760
 realtime: 00150.240
 realtime: 00150.480
 realtime: 00150.720
 realtime: 00150.960
 realtime: 00151.200
 realtime: 00151.440
 realtime: 00151.680
 realtime: 00151.920
 realtime: 00152.040
 realtime: 00152.160
 realtime: 00152.400
 realtime: 00152.640
 realtime: 00153.600
 realtime: 00154.080
 realtime: 00154.320
 realtime: 00154.560
 realtime: 00154.800
 realtime: 00155.040
 realtime: 00155.280
 realtime: 00155.520
 realtime: 00156.000
 realtime: 00156.480
 realtime: 00157.200
 realtime: 00157.440
 realtime: 00157.680
 realtime: 00157.800
 realtime: 00157.920
 realtime: 00158.160
 realtime: 00158.400
 realtime: 00159.120
 realtime: 00159.360
 realtime: 00159.600
 realtime: 00159.720
 realtime: 00159.840
 realtime: 00160.080
 realtime: 00160.320
 realtime: 00160.800
 realtime: 00161.280
Track :
 realtime: 00008.400
 realtime: 00008.520
 realtime: 00008.640
 realtime: 00008.880
 realtime: 00009.120
 realtime: 00009.200
 realtime: 00009.280
 realtime: 00009.360
 realtime: 00010.800
 realtime: 00010.860
 realtime: 00010.920
 realtime: 00010.980
 realtime: 00011.040
 realtime: 00011.100
 realtime: 00011.160
 realtime: 00011.220
 realtime: 00011.280
 realtime: 00011.340
 realtime: 00012.240
 realtime: 00012.480
 realtime: 00012.720
 realtime: 00012.840
 realtime: 00014.160
 realtime: 00014.280
 realtime: 00014.400
 realtime: 00014.520
 realtime: 00014.640
 realtime: 00014.760
 realtime: 00014.880
 realtime: 00015.120
 realtime: 00016.080
 realtime: 00016.200
 realtime: 00016.320
 realtime: 00016.560
 realtime: 00016.800
 realtime: 00016.880
 realtime: 00016.960
 realtime: 00017.040
 realtime: 00018.480
 realtime: 00018.540
 realtime: 00018.600
 realtime: 00018.660
 realtime: 00018.720
 realtime: 00018.780
 realtime: 00018.840
 realtime: 00018.900
 realtime: 00018.960
 realtime: 00019.020
 realtime: 00019.920
 realtime: 00020.160
 realtime: 00020.400
 realtime: 00020.520
 realtime: 00021.840
 realtime: 00021.960
 realtime: 00022.080
 realtime: 00022.200
 realtime: 00022.320
 realtime: 00022.440
 realtime: 00022.560
 realtime: 00022.800
 realtime: 00054.480
 realtime: 00054.600
 realtime: 00054.720
 realtime: 00054.960
 realtime: 00055.200
 realtime: 00055.280
 realtime: 00055.360
 realtime: 00055.440
 realtime: 00056.880
 realtime: 00056.940
 realtime: 00057.000
 realtime: 00057.060
 realtime: 00057.120
 realtime: 00057.180
 realtime: 00057.240
 realtime: 00057.300
 realtime: 00057.360
 realtime: 00057.420
 realtime: 00058.320
 realtime: 00058.560
 realtime: 00058.800
 realtime: 00058.920
 realtime: 00060.240
 realtime: 00060.360
 realtime: 00060.480
 realtime: 00060.600
 realtime: 00060.720
 realtime: 00060.840
 realtime: 00060.960
 realtime: 00061.200
 realtime: 00062.160
 realtime: 00062.280
 realtime: 00062.400
 realtime: 00062.640
 realtime: 00062.880
 realtime: 00062.960
 realtime: 00063.040
 realtime: 00063.120
 realtime: 00064.560
 realtime: 00064.620
 realtime: 00064.680
 realtime: 00064.740
 realtime: 00064.800
 realtime: 00064.860
 realtime: 00064.920
 realtime: 00064.980
 realtime: 00065.040
 realtime: 00065.100
 realtime: 00066.000
 realtime: 00066.240
 realtime: 00066.480
 realtime: 00066.600
 realtime: 00067.920
 realtime: 00068.040
 realtime: 00068.160
 realtime: 00068.280
 realtime: 00068.400
 realtime: 00068.520
 realtime: 00068.640
 realtime: 00068.880
 realtime: 00092.880
 realtime: 00093.000
 realtime: 00093.120
 realtime: 00093.360
 realtime: 00093.600
 realtime: 00093.680
 realtime: 00093.760
 realtime: 00093.840
 realtime: 00095.280
 realtime: 00095.340
 realtime: 00095.400
 realtime: 00095.460
 realtime: 00095.520
 realtime: 00095.580
 realtime: 00095.640
 realtime: 00095.700
 realtime: 00095.760
 realtime: 00095.820
 realtime: 00096.720
 realtime: 00096.960
 realtime: 00097.200
 realtime: 00097.320
 realtime: 00098.640
 realtime: 00098.760
 realtime: 00098.880
 realtime: 00099.000
 realtime: 00099.120
 realtime: 00099.240
 realtime: 00099.360
 realtime: 00099.600
 realtime: 00100.560
 realtime: 00100.680
 realtime: 00100.800
 realtime: 00101.040
 realtime: 00101.280
 realtime: 00101.360
 realtime: 00101.440
 realtime: 00101.520
 realtime: 00102.960
 realtime: 00103.020
 realtime: 00103.080
 realtime: 00103.140
 realtime: 00103.200
 realtime: 00103.260
 realtime: 00103.320
 realtime: 00103.380
 realtime: 00103.440
 realtime: 00103.500
 realtime: 00104.400
 realtime: 00104.640
 realtime: 00104.880
 realtime: 00105.000
 realtime: 00106.320
 realtime: 00106.440
 realtime: 00106.560
 realtime: 00106.680
 realtime: 00106.800
 realtime: 00106.920
 realtime: 00107.040
 realtime: 00107.280
 realtime: 00131.280
 realtime: 00131.400
 realtime: 00131.520
 realtime: 00131.760
 realtime: 00132.000
 realtime: 00132.080
 realtime: 00132.160
 realtime: 00132.240
 realtime: 00133.680
 realtime: 00133.740
 realtime: 00133.800
 realtime: 00133.860
 realtime: 00133.920
 realtime: 00133.980
 realtime: 00134.040
 realtime: 00134.100
 realtime: 00134.160
 realtime: 00134.220
 realtime: 00135.120
 realtime: 00135.360
 realtime: 00135.600
 realtime: 00135.720
 realtime: 00137.040
 realtime: 00137.160
 realtime: 00137.280
 realtime: 00137.400
 realtime: 00137.520
 realtime: 00137.640
 realtime: 00137.760
 realtime: 00138.000
 realtime: 00138.960
 realtime: 00139.080
 realtime: 00139.200
 realtime: 00139.440
 realtime: 00139.680
 realtime: 00139.760
 realtime: 00139.840
 realtime: 00139.920
 realtime: 00141.360
 realtime: 00141.420
 realtime: 00141.480
 realtime: 00141.540
 realtime: 00141.600
 realtime: 00141.660
 realtime: 00141.720
 realtime: 00141.780
 realtime: 00141.840
 realtime: 00141.900
 realtime: 00142.800
 realtime: 00143.040
 realtime: 00143.280
 realtime: 00143.400
 realtime: 00144.720
 realtime: 00144.840
 realtime: 00144.960
 realtime: 00145.080
 realtime: 00145.200
 realtime: 00145.320
 realtime: 00145.440
 realtime: 00145.680
Track :
 realtime: 00038.400
 realtime: 00039.120
 realtime: 00039.240
 realtime: 00039.360
 realtime: 00039.840
 realtime: 00040.320
 realtime: 00040.552
 realtime: 00040.820
 realtime: 00041.052
 realtime: 00041.160
 realtime: 00041.760
 realtime: 00042.240
 realtime: 00042.960
 realtime: 00043.080
 realtime: 00043.200
 realtime: 00043.680
 realtime: 00044.160
 realtime: 00044.392
 realtime: 00044.660
 realtime: 00044.892
 realtime: 00045.000
 realtime: 00045.600
 realtime: 00046.080
 realtime: 00046.800
 realtime: 00046.920
 realtime: 00047.040
 realtime: 00047.520
 realtime: 00048.000
 realtime: 00048.232
 realtime: 00048.500
 realtime: 00048.732
 realtime: 00048.840
 realtime: 00049.440
 realtime: 00049.920
 realtime: 00050.640
 realtime: 00050.760
 realtime: 00050.880
 realtime: 00051.360
 realtime: 00051.840
 realtime: 00052.072
 realtime: 00052.340
 realtime: 00052.572
 realtime: 00052.680
 realtime: 00053.280
 realtime: 00053.760
 realtime: 00054.480
 realtime: 00054.600
 realtime: 00054.720
 realtime: 00055.200
 realtime: 00055.680
 realtime: 00055.912
 realtime: 00056.180
 realtime: 00056.412
 realtime: 00056.520
 realtime: 00057.120
 realtime: 00057.600
 realtime: 00058.320
 realtime: 00058.440
 realtime: 00058.560
 realtime: 00059.040
 realtime: 00059.520
 realtime: 00059.752
 realtime: 00060.020
 realtime: 00060.252
 realtime: 00060.360
 realtime: 00060.960
 realtime: 00061.440
 realtime: 00062.160
 realtime: 00062.280
 realtime: 00062.400
 realtime: 00062.880
 realtime: 00063.360
 realtime: 00063.592
 realtime: 00063.860
 realtime: 00064.092
 realtime: 00064.200
 realtime: 00064.800
 realtime: 00065.280
 realtime: 00066.000
 realtime: 00066.120
 realtime: 00066.240
 realtime: 00066.720
 realtime: 00067.200
 realtime: 00067.432
 realtime: 00067.700
 realtime: 00067.932
 realtime: 00068.040
 realtime: 00068.640
 realtime: 00069.120
 realtime: 00069.240
 realtime: 00069.360
 realtime: 00069.480
 realtime: 00069.960
 realtime: 00070.080
 realtime: 00070.560
 realtime: 00071.040
 realtime: 00071.280
 realtime: 00072.000
 realtime: 00072.240
 realtime: 00072.960
 realtime: 00073.080
 realtime: 00073.200
 realtime: 00073.320
 realtime: 00073.800
 realtime: 00073.920
 realtime: 00074.400
 realtime: 00074.880
 realtime: 00075.120
 realtime: 00075.840
 realtime: 00076.080
 realtime: 00076.800
 realtime: 00076.920
 realtime: 00077.040
 realtime: 00077.160
 realtime: 00077.640
 realtime: 00077.760
 realtime: 00078.240
 realtime: 00078.720
 realtime: 00078.960
 realtime: 00079.680
 realtime: 00079.920
 realtime: 00082.560
 realtime: 00082.800
 realtime: 00083.040
 realtime: 00083.400
 realtime: 00083.640
 realtime: 00083.880
 realtime: 00084.000
 realtime: 00084.480
 realtime: 00085.200
 realtime: 00085.320
 realtime: 00085.440
 realtime: 00085.920
 realtime: 00086.400
 realtime: 00086.632
 realtime: 00086.900
 realtime: 00087.132
 realtime: 00087.240
 realtime: 00087.840
 realtime: 00088.320
 realtime: 00089.040
 realtime: 00089.160
 realtime: 00089.280
 realtime: 00089.760
 realtime: 00090.240
 realtime: 00090.472
 realtime: 00090.740
 realtime: 00090.972
 realtime: 00091.080
 realtime: 00091.680
 realtime: 00092.160
 realtime: 00092.880
 realtime: 00093.000
 realtime: 00093.120
 realtime: 00093.600
 realtime: 00094.080
 realtime: 00094.312
 realtime: 00094.580
 realtime: 00094.812
 realtime: 00094.920
 realtime: 00095.520
 realtime: 00096.000
 realtime: 00096.720
 realtime: 00096.840
 realtime: 00096.960
 realtime: 00097.440
 realtime: 00097.920
 realtime: 00098.152
 realtime: 00098.420
 realtime: 00098.652
 realtime: 00098.760
 realtime: 00099.360
 realtime: 00099.840
 realtime: 00100.560
 realtime: 00100.680
 realtime: 00100.800
 realtime: 00101.280
 realtime: 00101.760
 realtime: 00101.992
 realtime: 00102.260
 realtime: 00102.492
 realtime: 00102.600
 realtime: 00103.200
 realtime: 00103.680
 realtime: 00104.400
 realtime: 00104.520
 realtime: 00104.640
 realtime: 00105.120
 realtime: 00105.600
 realtime: 00105.832
 realtime: 00106.100
 realtime: 00106.332
 realtime: 00106.440
 realtime: 00107.040
 realtime: 00107.520
 realtime: 00107.640
 realtime: 00107.760
 realtime: 00107.880
 realtime: 00108.360
 realtime: 00108.480
 realtime: 00108.960
 realtime: 00109.440
 realtime: 00109.680
 realtime: 00110.400
 realtime: 00110.640
 realtime: 00111.360
 realtime: 00111.480
 realtime: 00111.600
 realtime: 00111.720
 realtime: 00112.200
 realtime: 00112.320
 realtime: 00112.800
 realtime: 00113.280
 realtime: 00113.520
 realtime: 00114.240
 realtime: 00114.480
 realtime: 00115.200
 realtime: 00115.320
 realtime: 00115.440
 realtime: 00115.560
 realtime: 00116.040
 realtime: 00116.160
 realtime: 00116.640
 realtime: 00117.120
 realtime: 00117.360
 realtime: 00118.080
 realtime: 00118.320
 realtime: 00120.960
 realtime: 00121.200
 realtime: 00121.440
 realtime: 00121.800
 realtime: 00122.040
 realtime: 00122.280
 realtime: 00122.400
Track :
 realtime: 00067.860
 realtime: 00106.260
 realtime: 00144.660
Track :
 realtime: 00030.720
 realtime: 00030.840
 realtime: 00030.960
 realtime: 00031.080
 realtime: 00031.200
 realtime: 00031.320
 realtime: 00031.440
 realtime: 00031.680
 realtime: 00031.800
 realtime: 00031.920
 realtime: 00032.160
 realtime: 00032.280
 realtime: 00032.400
 realtime: 00032.640
 realtime: 00032.760
 realtime: 00032.880
 realtime: 00033.000
 realtime: 00033.120
 realtime: 00033.240
 realtime: 00033.360
 realtime: 00033.600
 realtime: 00033.720
 realtime: 00033.840
 realtime: 00034.080
 realtime: 00034.200
 realtime: 00034.320
 realtime: 00034.560
 realtime: 00034.680
 realtime: 00034.800
 realtime: 00034.920
 realtime: 00035.040
 realtime: 00035.160
 realtime: 00035.280
 realtime: 00035.400
 realtime: 00035.520
 realtime: 00035.640
 realtime: 00035.760
 realtime: 00035.880
 realtime: 00036.000
 realtime: 00036.120
 realtime: 00036.240
 realtime: 00036.360
 realtime: 00036.480
 realtime: 00036.600
 realtime: 00036.720
 realtime: 00036.840
 realtime: 00036.960
 realtime: 00037.080
 realtime: 00037.200
 realtime: 00037.320
 realtime: 00037.440
 realtime: 00037.560
 realtime: 00037.680
 realtime: 00037.800
 realtime: 00037.920
 realtime: 00038.040
 realtime: 00038.160
 realtime: 00038.280
 realtime: 00038.400
 realtime: 00038.520
 realtime: 00038.640
 realtime: 00038.760
 realtime: 00038.880
 realtime: 00039.000
 realtime: 00039.120
 realtime: 00039.240
 realtime: 00039.360
 realtime: 00039.480
 realtime: 00039.600
 realtime: 00039.720
 realtime: 00039.840
 realtime: 00039.960
 realtime: 00040.080
 realtime: 00040.200
 realtime: 00040.320
 realtime: 00040.440
 realtime: 00040.560
 realtime: 00040.680
 realtime: 00040.800
 realtime: 00040.920
 realtime: 00041.040
 realtime: 00041.160
 realtime: 00041.280
 realtime: 00041.400
 realtime: 00041.520
 realtime: 00041.640
 realtime: 00041.760
 realtime: 00041.880
 realtime: 00042.000
 realtime: 00042.120
 realtime: 00042.240
 realtime: 00042.360
 realtime: 00042.480
 realtime: 00042.600
 realtime: 00042.720
 realtime: 00042.840
 realtime: 00042.960
 realtime: 00043.080
 realtime: 00043.200
 realtime: 00043.320
 realtime: 00043.440
 realtime: 00043.560
 realtime: 00043.680
 realtime: 00043.800
 realtime: 00043.920
 realtime: 00044.040
 realtime: 00044.160
 realtime: 00044.280
 realtime: 00044.400
 realtime: 00044.520
 realtime: 00044.640
 realtime: 00044.760
 realtime: 00044.880
 realtime: 00045.000
 realtime: 00045.120
 realtime: 00045.240
 realtime: 00045.360
 realtime: 00045.480
 realtime: 00045.600
 realtime: 00045.720
 realtime: 00045.840
 realtime: 00045.960
 realtime: 00046.080
 realtime: 00046.200
 realtime: 00046.320
 realtime: 00046.440
 realtime: 00046.560
 realtime: 00046.680
 realtime: 00046.800
 realtime: 00046.920
 realtime: 00047.040
 realtime: 00047.160
 realtime: 00047.280
 realtime: 00047.400
 realtime: 00047.520
 realtime: 00047.640
 realtime: 00047.760
 realtime: 00047.880
 realtime: 00048.000
 realtime: 00048.120
 realtime: 00048.240
 realtime: 00048.360
 realtime: 00048.480
 realtime: 00048.600
 realtime: 00048.720
 realtime: 00048.840
 realtime: 00048.960
 realtime: 00049.080
 realtime: 00049.200
 realtime: 00049.320
 realtime: 00049.440
 realtime: 00049.560
 realtime: 00049.680
 realtime: 00049.800
 realtime: 00049.920
 realtime: 00050.040
 realtime: 00050.160
 realtime: 00050.280
 realtime: 00050.400
 realtime: 00050.520
 realtime: 00050.640
 realtime: 00050.760
 realtime: 00050.880
 realtime: 00051.000
 realtime: 00051.120
 realtime: 00051.240
 realtime: 00051.360
 realtime: 00051.480
 realtime: 00051.600
 realtime: 00051.720
 realtime: 00051.840
 realtime: 00051.960
 realtime: 00052.080
 realtime: 00052.200
 realtime: 00052.320
 realtime: 00052.440
 realtime: 00052.560
 realtime: 00052.680
 realtime: 00052.800
 realtime: 00052.920
 realtime: 00053.040
 realtime: 00053.160
 realtime: 00053.280
 realtime: 00053.400
 realtime: 00053.520
 realtime: 00053.640
 realtime: 00053.760
 realtime: 00053.880
 realtime: 00054.000
 realtime: 00054.120
 realtime: 00054.240
 realtime: 00054.360
 realtime: 00054.480
 realtime: 00054.600
 realtime: 00054.720
 realtime: 00054.840
 realtime: 00054.960
 realtime: 00055.080
 realtime: 00055.200
 realtime: 00055.320
 realtime: 00055.440
 realtime: 00055.560
 realtime: 00055.680
 realtime: 00055.800
 realtime: 00055.920
 realtime: 00056.040
 realtime: 00056.160
 realtime: 00056.280
 realtime: 00056.400
 realtime: 00056.520
 realtime: 00056.640
 realtime: 00056.760
 realtime: 00056.880
 realtime: 00057.000
 realtime: 00057.120
 realtime: 00057.240
 realtime: 00057.360
 realtime: 00057.480
 realtime: 00057.600
 realtime: 00057.720
 realtime: 00057.840
 realtime: 00057.960
 realtime: 00058.080
 realtime: 00058.200
 realtime: 00058.320
 realtime: 00058.440
 realtime: 00058.560
 realtime: 00058.680
 realtime: 00058.800
 realtime: 00058.920
 realtime: 00059.040
 realtime: 00059.160
 realtime: 00059.280
 realtime: 00059.400
 realtime: 00059.520
 realtime: 00059.640
 realtime: 00059.760
 realtime: 00059.880
 realtime: 00060.000
 realtime: 00060.120
 realtime: 00060.240
 realtime: 00060.360
 realtime: 00060.480
 realtime: 00060.600
 realtime: 00060.720
 realtime: 00060.840
 realtime: 00060.960
 realtime: 00061.080
 realtime: 00061.200
 realtime: 00061.320
 realtime: 00061.440
 realtime: 00061.560
 realtime: 00061.680
 realtime: 00061.800
 realtime: 00061.920
 realtime: 00062.040
 realtime: 00062.160
 realtime: 00062.280
 realtime: 00062.400
 realtime: 00062.520
 realtime: 00062.640
 realtime: 00062.760
 realtime: 00062.880
 realtime: 00063.000
 realtime: 00063.120
 realtime: 00063.240
 realtime: 00063.360
 realtime: 00063.480
 realtime: 00063.600
 realtime: 00063.720
 realtime: 00063.840
 realtime: 00063.960
 realtime: 00064.080
 realtime: 00064.200
 realtime: 00064.320
 realtime: 00064.440
 realtime: 00064.560
 realtime: 00064.680
 realtime: 00064.800
 realtime: 00064.920
 realtime: 00065.040
 realtime: 00065.160
 realtime: 00065.280
 realtime: 00065.400
 realtime: 00065.520
 realtime: 00065.640
 realtime: 00065.760
 realtime: 00065.880
 realtime: 00066.000
 realtime: 00066.120
 realtime: 00066.240
 realtime: 00066.360
 realtime: 00066.480
 realtime: 00066.600
 realtime: 00066.720
 realtime: 00066.840
 realtime: 00066.960
 realtime: 00067.080
 realtime: 00067.200
 realtime: 00067.320
 realtime: 00067.440
 realtime: 00067.560
 realtime: 00067.680
 realtime: 00067.800
 realtime: 00067.920
 realtime: 00068.040
 realtime: 00068.160
 realtime: 00068.280
 realtime: 00068.400
 realtime: 00068.460
 realtime: 00068.520
 realtime: 00068.640
 realtime: 00068.760
 realtime: 00068.880
 realtime: 00069.000
 realtime: 00069.120
 realtime: 00069.240
 realtime: 00069.300
 realtime: 00069.360
 realtime: 00069.480
 realtime: 00069.600
 realtime: 00069.720
 realtime: 00069.840
 realtime: 00069.960
 realtime: 00070.080
 realtime: 00070.200
 realtime: 00070.320
 realtime: 00070.440
 realtime: 00070.560
 realtime: 00070.680
 realtime: 00070.800
 realtime: 00070.920
 realtime: 00071.040
 realtime: 00071.160
 realtime: 00071.280
 realtime: 00071.400
 realtime: 00071.520
 realtime: 00071.640
 realtime: 00071.760
 realtime: 00071.880
 realtime: 00072.000
 realtime: 00072.120
 realtime: 00072.240
 realtime: 00072.360
 realtime: 00072.480
 realtime: 00072.600
 realtime: 00072.720
 realtime: 00072.840
 realtime: 00072.960
 realtime: 00073.080
 realtime: 00073.140
 realtime: 00073.200
 realtime: 00073.320
 realtime: 00073.440
 realtime: 00073.560
 realtime: 00073.680
 realtime: 00073.800
 realtime: 00073.920
 realtime: 00074.040
 realtime: 00074.160
 realtime: 00074.280
 realtime: 00074.400
 realtime: 00074.520
 realtime: 00074.640
 realtime: 00074.760
 realtime: 00074.880
 realtime: 00075.000
 realtime: 00075.120
 realtime: 00075.240
 realtime: 00075.360
 realtime: 00075.480
 realtime: 00075.600
 realtime: 00075.720
 realtime: 00075.840
 realtime: 00075.960
 realtime: 00076.080
 realtime: 00076.200
 realtime: 00076.320
 realtime: 00076.440
 realtime: 00076.560
 realtime: 00076.680
 realtime: 00076.800
 realtime: 00076.920
 realtime: 00076.980
 realtime: 00077.040
 realtime: 00077.160
 realtime: 00077.280
 realtime: 00077.400
 realtime: 00077.520
 realtime: 00077.640
 realtime: 00077.760
 realtime: 00077.880
 realtime: 00078.000
 realtime: 00078.120
 realtime: 00078.240
 realtime: 00078.360
 realtime: 00078.480
 realtime: 00078.600
 realtime: 00078.720
 realtime: 00078.840
 realtime: 00078.960
 realtime: 00079.080
 realtime: 00079.200
 realtime: 00079.320
 realtime: 00079.440
 realtime: 00079.560
 realtime: 00079.680
 realtime: 00079.800
 realtime: 00079.920
 realtime: 00080.040
 realtime: 00080.160
 realtime: 00080.280
 realtime: 00080.400
 realtime: 00080.520
 realtime: 00080.640
 realtime: 00080.760
 realtime: 00080.880
 realtime: 00081.000
 realtime: 00081.120
 realtime: 00081.240
 realtime: 00081.360
 realtime: 00081.480
 realtime: 00081.600
 realtime: 00081.720
 realtime: 00081.840
 realtime: 00081.960
 realtime: 00082.080
 realtime: 00082.200
 realtime: 00082.320
 realtime: 00082.440
 realtime: 00082.560
 realtime: 00082.680
 realtime: 00082.800
 realtime: 00082.920
 realtime: 00083.040
 realtime: 00083.160
 realtime: 00083.280
 realtime: 00083.400
 realtime: 00083.520
 realtime: 00083.640
 realtime: 00083.760
 realtime: 00083.880
 realtime: 00084.000
 realtime: 00084.120
 realtime: 00084.240
 realtime: 00084.360
 realtime: 00084.480
 realtime: 00084.600
 realtime: 00084.720
 realtime: 00084.840
 realtime: 00084.960
 realtime: 00085.080
 realtime: 00085.200
 realtime: 00085.320
 realtime: 00085.440
 realtime: 00085.560
 realtime: 00085.680
 realtime: 00085.800
 realtime: 00085.920
 realtime: 00086.040
 realtime: 00086.160
 realtime: 00086.280
 realtime: 00086.400
 realtime: 00086.520
 realtime: 00086.640
 realtime: 00086.760
 realtime: 00086.880
 realtime: 00087.000
 realtime: 00087.120
 realtime: 00087.240
 realtime: 00087.360
 realtime: 00087.480
 realtime: 00087.600
 realtime: 00087.720
 realtime: 00087.840
 realtime: 00087.960
 realtime: 00088.080
 realtime: 00088.200
 realtime: 00088.320
 realtime: 00088.440
 realtime: 00088.560
 realtime: 00088.680
 realtime: 00088.800
 realtime: 00088.920
 realtime: 00089.040
 realtime: 00089.160
 realtime: 00089.280
 realtime: 00089.400
 realtime: 00089.520
 realtime: 00089.640
 realtime: 00089.760
 realtime: 00089.880
 realtime: 00090.000
 realtime: 00090.120
 realtime: 00090.240
 realtime: 00090.360
 realtime: 00090.480
 realtime: 00090.600
 realtime: 00090.720
 realtime: 00090.840
 realtime: 00090.960
 realtime: 00091.080
 realtime: 00091.200
 realtime: 00091.320
 realtime: 00091.440
 realtime: 00091.560
 realtime: 00091.680
 realtime: 00091.800
 realtime: 00091.920
 realtime: 00092.040
 realtime: 00092.160
 realtime: 00092.280
 realtime: 00092.400
 realtime: 00092.520
 realtime: 00092.640
 realtime: 00092.760
 realtime: 00092.880
 realtime: 00093.000
 realtime: 00093.120
 realtime: 00093.240
 realtime: 00093.360
 realtime: 00093.480
 realtime: 00093.600
 realtime: 00093.720
 realtime: 00093.840
 realtime: 00093.960
 realtime: 00094.080
 realtime: 00094.200
 realtime: 00094.320
 realtime: 00094.440
 realtime: 00094.560
 realtime: 00094.680
 realtime: 00094.800
 realtime: 00094.920
 realtime: 00095.040
 realtime: 00095.160
 realtime: 00095.280
 realtime: 00095.400
 realtime: 00095.520
 realtime: 00095.640
 realtime: 00095.760
 realtime: 00095.880
 realtime: 00096.000
 realtime: 00096.120
 realtime: 00096.240
 realtime: 00096.360
 realtime: 00096.480
 realtime: 00096.600
 realtime: 00096.720
 realtime: 00096.840
 realtime: 00096.960
 realtime: 00097.080
 realtime: 00097.200
 realtime: 00097.320
 realtime: 00097.440
 realtime: 00097.560
 realtime: 00097.680
 realtime: 00097.800
 realtime: 00097.920
 realtime: 00098.040
 realtime: 00098.160
 realtime: 00098.280
 realtime: 00098.400
 realtime: 00098.520
 realtime: 00098.640
 realtime: 00098.760
 realtime: 00098.880
 realtime: 00099.000
 realtime: 00099.120
 realtime: 00099.240
 realtime: 00099.360
 realtime: 00099.480
 realtime: 00099.600
 realtime: 00099.720
 realtime: 00099.840
 realtime: 00099.960
 realtime: 00100.080
 realtime: 00100.200
 realtime: 00100.320
 realtime: 00100.440
 realtime: 00100.560
 realtime: 00100.680
 realtime: 00100.800
 realtime: 00100.920
 realtime: 00101.040
 realtime: 00101.160
 realtime: 00101.280
 realtime: 00101.400
 realtime: 00101.520
 realtime: 00101.640
 realtime: 00101.760
 realtime: 00101.880
 realtime: 00102.000
 realtime: 00102.120
 realtime: 00102.240
 realtime: 00102.360
 realtime: 00102.480
 realtime: 00102.600
 realtime: 00102.720
 realtime: 00102.840
 realtime: 00102.960
 realtime: 00103.080
 realtime: 00103.200
 realtime: 00103.320
 realtime: 00103.440
 realtime: 00103.560
 realtime: 00103.680
 realtime: 00103.800
 realtime: 00103.920
 realtime: 00104.040
 realtime: 00104.160
 realtime: 00104.280
 realtime: 00104.400
 realtime: 00104.520
 realtime: 00104.640
 realtime: 00104.760
 realtime: 00104.880
 realtime: 00105.000
 realtime: 00105.120
 realtime: 00105.240
 realtime: 00105.360
 realtime: 00105.480
 realtime: 00105.600
 realtime: 00105.720
 realtime: 00105.840
 realtime: 00105.960
 realtime: 00106.080
 realtime: 00106.200
 realtime: 00106.320
 realtime: 00106.440
 realtime: 00106.560
 realtime: 00106.680
 realtime: 00106.800
 realtime: 00106.860
 realtime: 00106.920
 realtime: 00107.040
 realtime: 00107.160
 realtime: 00107.280
 realtime: 00107.400
 realtime: 00107.520
 realtime: 00107.640
 realtime: 00107.700
 realtime: 00107.760
 realtime: 00107.880
 realtime: 00108.000
 realtime: 00108.120
 realtime: 00108.240
 realtime: 00108.360
 realtime: 00108.480
 realtime: 00108.600
 realtime: 00108.720
 realtime: 00108.840
 realtime: 00108.960
 realtime: 00109.080
 realtime: 00109.200
 realtime: 00109.320
 realtime: 00109.440
 realtime: 00109.560
 realtime: 00109.680
 realtime: 00109.800
 realtime: 00109.920
 realtime: 00110.040
 realtime: 00110.160
 realtime: 00110.280
 realtime: 00110.400
 realtime: 00110.520
 realtime: 00110.640
 realtime: 00110.760
 realtime: 00110.880
 realtime: 00111.000
 realtime: 00111.120
 realtime: 00111.240
 realtime: 00111.360
 realtime: 00111.480
 realtime: 00111.540
 realtime: 00111.600
 realtime: 00111.720
 realtime: 00111.840
 realtime: 00111.960
 realtime: 00112.080
 realtime: 00112.200
 realtime: 00112.320
 realtime: 00112.440
 realtime: 00112.560
 realtime: 00112.680
 realtime: 00112.800
 realtime: 00112.920
 realtime: 00113.040
 realtime: 00113.160
 realtime: 00113.280
 realtime: 00113.400
 realtime: 00113.520
 realtime: 00113.640
 realtime: 00113.760
 realtime: 00113.880
 realtime: 00114.000
 realtime: 00114.120
 realtime: 00114.240
 realtime: 00114.360
